-0.5 -0.5 0.5
-0.50036 -0.49931 0.50017
-0.50113 -0.49742 0.50064
-0.50172 -0.49572 0.50155
-0.50221 -0.49412 0.50329
-0.50273 -0.4913 0.50603
-0.50389 -0.48754 0.50934
-0.50537 -0.48331 0.51342
-0.50687 -0.47853 0.51874
-0.50856 -0.4727 0.52426
-0.50938 -0.46648 0.52977
-0.50935 -0.46008 0.53527
-0.50911 -0.45328 0.53964
-0.50867 -0.4458 0.54302
-0.50824 -0.43703 0.5467
-0.50779 -0.42733 0.55156
-0.50721 -0.41652 0.5572
-0.50713 -0.40429 0.56309
-0.50811 -0.39164 0.56875
-0.50954 -0.37858 0.57371
-0.51064 -0.36501 0.57899
-0.51183 -0.35131 0.58566
-0.51383 -0.33734 0.59355
-0.51682 -0.3236 0.60166
-0.52059 -0.31048 0.609
-0.52475 -0.29825 0.61528
-0.52877 -0.28574 0.62073
-0.53282 -0.27258 0.62674
-0.53631 -0.25942 0.63342
-0.53872 -0.24683 0.64036
-0.54125 -0.23432 0.64791
-0.54485 -0.22082 0.65594
-0.54964 -0.20678 0.66473
-0.5546 -0.19223 0.67354
-0.55861 -0.1769 0.68173
-0.56182 -0.16066 0.69031
-0.56535 -0.14345 0.6997
-0.56917 -0.12533 0.70877
-0.57287 -0.10629 0.71763
-0.57594 -0.086392 0.72667
-0.57884 -0.066365 0.73546
-0.58187 -0.047114 0.74462
-0.58449 -0.028005 0.75349
-0.58637 -0.0084744 0.76135
-0.58738 0.010873 0.76812
-0.58833 0.030113 0.77356
-0.5892 0.049597 0.77766
-0.58934 0.069288 0.78043
-0.58824 0.088647 0.78277
-0.58581 0.10733 0.78558
-0.5823 0.12538 0.78818
-0.57863 0.14332 0.79087
-0.57459 0.16109 0.79429
-0.56909 0.17857 0.79795
-0.56226 0.19574 0.80134
-0.55436 0.21229 0.80373
-0.54647 0.22868 0.80507
-0.53843 0.24521 0.8063
-0.52893 0.26166 0.80785
-0.51876 0.27838 0.81002
-0.50797 0.2954 0.81278
-0.4958 0.31254 0.81491
-0.48233 0.33019 0.81656
-0.46784 0.34759 0.81793
-0.45227 0.3644 0.81916
-0.43553 0.38163 0.82086
-0.41832 0.39902 0.82216
-0.40052 0.41639 0.82258
-0.38282 0.43401 0.82328
-0.36558 0.4514 0.82374
-0.34877 0.46799 0.82353
-0.33279 0.48471 0.82298
-0.31662 0.50181 0.82268
-0.29968 0.51815 0.8235
-0.28213 0.53356 0.82417
-0.26455 0.54855 0.82349
-0.24671 0.56291 0.82206
-0.22822 0.57733 0.82021
-0.20925 0.5921 0.81741
-0.18961 0.60637 0.81341
-0.16898 0.62077 0.80842
-0.14765 0.636 0.80295
-0.12635 0.65169 0.79815
-0.10475 0.66786 0.79412
-0.083051 0.684 0.79049
-0.061356 0.70003 0.78702
-0.038863 0.71599 0.78343
-0.015737 0.73197 0.78042
0.0073023 0.7478 0.77809
0.03076 0.76291 0.7757
0.054579 0.7773 0.77291
0.07793 0.79086 0.76923
0.10031 0.80419 0.7646
0.12264 0.8173 0.76016
0.14501 0.82989 0.75612
0.16703 0.84167 0.75146
0.1894 0.85239 0.74648
0.21145 0.86249 0.74117
0.23267 0.87329 0.73551
0.25315 0.884 0.73047
0.27259 0.89427 0.72548
0.29094 0.90411 0.72053
0.30855 0.91394 0.71557
0.32526 0.92441 0.7109
0.34102 0.93437 0.70725
0.35563 0.94345 0.70418
0.36963 0.95152 0.70174
0.38406 0.95823 0.69959
0.39809 0.96404 0.69744
0.41176 0.96917 0.69597
0.42502 0.97374 0.69498
0.43686 0.97774 0.69398
0.4474 0.98083 0.69283
0.45666 0.98313 0.69178
0.46499 0.98462 0.69162
0.47237 0.98606 0.69208
0.47831 0.98792 0.69257
0.48292 0.98993 0.69261
0.48621 0.99201 0.69229
0.48804 0.99384 0.69233
0.48973 0.99572 0.69262
0.49202 0.99807 0.69283
0.49407 0.99991 0.69289
0.49619 1.0012 0.69244
0.49817 1.002 0.6918
0.49892 1.002 0.69163
